count,x,y,class
140,-0.12213442314254647,0.15292036597191133,1
141,-0.05571860415414409,0.5728679419254978,1
142,0.4504603323591968,1.0958586136667048,0
143,-0.7204608008131286,1.0173335391893272,0
144,-0.33698824618194984,0.8906066080875046,0
145,1.062877503072052,0.17231495891565482,0
146,0.340053552747009,0.3248635838262533,1
147,1.2449155205603162,-0.5137573952576882,1
148,0.3096600255825527,1.1667753064155337,0
149,-0.06114159089002841,-0.029210719497338777,1
150,0.4828172063584235,-0.4319609940791941,1
151,1.6873424937044692,-0.6872366990817405,1
152,0.808621058836987,0.2841537241227473,0
153,0.29809162362434455,0.8221143239188894,0
154,0.8496547032981957,-0.30507344953246224,1
155,-0.3802170955199743,0.8841462306676412,0
156,1.3273443236560003,-0.48056888379372875,1
157,0.23337056663367117,0.10750567981235926,1
158,0.6884177301472779,1.1506826382707933,0
159,0.6779623965951397,0.7802448237172597,0
160,0.33959129615599926,-0.022238568020897437,1
161,1.3044087705439906,-0.529509173403898,1
162,0.7530759356218071,0.8526869047680725,0
163,1.4298847005303088,-0.21080222329902643,1
164,0.556319033264516,-0.7078148137490834,1
165,1.453844009106117,0.12718528996109035,1
166,0.32037539553601196,0.8727138910211641,0
167,0.5314814664025082,-0.2742407736112669,1
168,1.5165869935500647,-0.45069719443848166,1
169,0.9982640288233451,-0.8097907528006023,1
170,0.6391829861246017,0.9660673912712472,0
171,-1.2855902951426934,0.10677262168896462,0
172,-1.0784095907030062,0.5640252310754563,0
173,-0.577167976520775,0.2942259037425511,0
174,0.2540359883406873,-0.00644001673861562,1
175,0.9172263208601127,-0.29657499454516145,1
176,1.433807086685757,0.691830711757049,1
177,-0.7085116832762669,0.4961785502466076,0
178,-0.6468338647999903,0.46971252332767877,0
179,0.3014346054703448,0.7639857215281853,0
180,1.4806948942571518,-0.35728079590656814,1
181,-1.0266396109639964,0.4126582347152272,0
182,1.8966087098045787,0.2541320853054516,1
183,2.0425122316391233,-0.46074593115395696,1
184,1.9267301885914556,0.40817962866639546,1
185,0.35766275672384695,1.0872811043891182,0
186,0.12403149891581777,0.6767299528301636,0
187,0.9733208660007181,-0.7053067834312889,1
188,-0.7289422761490971,0.44179419404976583,0
189,-0.6986306101056794,0.776202925688117,0
190,-0.9351675169041007,0.4352080270431234,0
191,0.4516692652167345,1.001854968757257,0
192,0.8762964093305203,0.2895199900726617,0
193,0.8815581837569586,0.23925956760632627,0
194,-0.07795147078925581,0.2799526123422571,1
195,-0.5636589899891119,0.8918972012272736,0
196,1.6049805981390746,0.13835515923848538,1
197,0.27695667944899316,0.012108155699826397,1
198,0.25919429397928573,1.0410421256723896,0
199,1.5215204998025176,-0.12589229565958063,1
